iter	Logloss
341	0.3410767186
342	0.3408827844
343	0.3405124946
344	0.3402562201
345	0.3398582411
346	0.3396634106
347	0.3392067683
348	0.3390350078
349	0.3386929355
350	0.3384537722
351	0.3381774255
352	0.3379657455
353	0.3375448642
354	0.3373001632
355	0.3370248615
356	0.3366838108
357	0.3363309019
358	0.335903656
359	0.3356341622
360	0.3354044578
361	0.335150057
362	0.3348216905
363	0.3345979027
364	0.3342967999
365	0.3341205036
366	0.3337873961
367	0.3336342963
368	0.333220105
369	0.3328426968
370	0.3326850169
371	0.3323258028
372	0.3320681402
373	0.3317900394
374	0.3316665544
375	0.3313287064
376	0.3310360042
377	0.3307833591
378	0.3304960775
379	0.3302964782
380	0.3301464773
381	0.3299491851
382	0.3296661896
383	0.3294703706
384	0.3292278967
385	0.3288017633
386	0.3285181482
387	0.3283436796
388	0.3281160531
389	0.3278831038
390	0.3275881297
391	0.3273839259
392	0.3270579572
393	0.3266176631
394	0.3263479971
395	0.3259870206
396	0.3257767438
397	0.3255585471
398	0.3253321579
399	0.324975602
400	0.3247188168
401	0.3245393333
402	0.3241573722
403	0.3239212794
404	0.3236962796
405	0.3232173142
406	0.3230568054
407	0.3228912273
408	0.3227021531
409	0.3223418365
410	0.3221383696
411	0.3218927742
412	0.3215405042
413	0.3211372697
414	0.3208974041
415	0.3205589906
416	0.3203720246
417	0.3201400499
418	0.3198515213
419	0.3196520294
420	0.3193736449
421	0.3191976874
422	0.3189251355
423	0.3186298564
424	0.3182768442
425	0.3179328796
426	0.3177480188
427	0.3176178122
428	0.317287601
429	0.3167969776
430	0.3164536588
431	0.3162991344
432	0.3159845404
433	0.3157752785
434	0.3151867984
435	0.3150138337
436	0.3148270001
437	0.3146211763
438	0.3144558358
439	0.3142683023
440	0.3140595638
441	0.3138431536
442	0.3135764323
443	0.3132845237
444	0.3131235433
445	0.3129257509
446	0.3126403395
447	0.312459063
448	0.3119297996
449	0.3117074198
450	0.3114460129
451	0.3111877415
452	0.3109927421
453	0.3107087294
454	0.3105850513
455	0.3103082029
456	0.3101594021
457	0.3099741381
458	0.3098371086
459	0.3096334888
460	0.3094656592
461	0.3094196923
462	0.3091949203
463	0.3089261273
464	0.3088072143
465	0.30863295
466	0.3082928275
467	0.3079936862
468	0.3078406503
469	0.3076935893
470	0.3073394874
471	0.3070913169
472	0.3069612821
473	0.3067786636
474	0.3065404218
475	0.306335875
476	0.3059692352
477	0.3058420996
478	0.30567656
479	0.3054976658
480	0.3052933533
481	0.3050907565
482	0.3048563652
483	0.3045744841
484	0.3044544868
485	0.3040621799
486	0.3038790106
487	0.3035928173
488	0.3034333844
489	0.3031781683
490	0.3029123022
491	0.3027427142
492	0.3025797507
493	0.3022609132
494	0.3020079474
495	0.3018371372
496	0.3016017476
497	0.3014068287
498	0.3010686993
499	0.3008883107
500	0.3007216756
501	0.3005604377
502	0.3003565125
503	0.3001319854
504	0.2999752674
505	0.2998937667
506	0.2993469713
507	0.2991567583
508	0.2988822482
509	0.2986515082
510	0.2984893001
511	0.2983391884
512	0.2980921924
513	0.2978427346
514	0.2975264053
515	0.2971677315
516	0.2969368343
517	0.296668238
518	0.2965255877
519	0.296346939
520	0.2959183418
521	0.2956906041
522	0.2955383053
523	0.2952594261
524	0.2948800981
525	0.2946723689
526	0.2944500587
527	0.2941340494
528	0.2937434751
529	0.2936003021
530	0.2934923224
531	0.2932574437
532	0.2929691961
533	0.292584132
534	0.2924235035
535	0.2922911177
536	0.2921575096
537	0.2920289516
538	0.2917242147
539	0.2914521632
540	0.2912673258
541	0.291015534
542	0.2908876912
543	0.2907036824
544	0.2904729197
545	0.2900164152
546	0.2899363642
547	0.2897220566
548	0.2895729728
549	0.2894849225
550	0.2891788456
551	0.2887885167
552	0.2886637094
553	0.2884812234
554	0.2882735732
555	0.2880419801
556	0.287816523
557	0.2874699472
558	0.2872351586
559	0.2870362247
560	0.2868093981
561	0.286594713
562	0.2863180723
563	0.2861010718
564	0.2859184516
565	0.2856746565
566	0.2855540512
567	0.2853952024
568	0.2851577295
569	0.2848313189
570	0.2847723633
571	0.2844961213
572	0.2843385583
573	0.2840400528
574	0.2838986939
575	0.2836807911
576	0.2835784889
577	0.2833233389
578	0.2830864569
579	0.2829093664
580	0.2826407956
581	0.2825588336
582	0.2823851151
583	0.2822898129
584	0.2820689488
585	0.2817810566
586	0.2816783751
587	0.2814592206
588	0.2810057075
589	0.2807805412
590	0.280522288
591	0.2802887691
592	0.2800043531
593	0.2797630219
594	0.2795801185
595	0.2794455921
596	0.2792165229
597	0.2789048691
598	0.2787057821
599	0.2785054263
600	0.2782251053
601	0.2779844816
602	0.277803285
603	0.2775655421
604	0.2773585275
605	0.2770697255
606	0.2767401002
607	0.2764923763
608	0.2764374918
609	0.2762064043
610	0.2759451202
611	0.2756556281
612	0.2755721111
613	0.2754885445
614	0.2753259438
615	0.2751585187
616	0.2750026813
617	0.2748312749
618	0.2745084278
619	0.2743492049
620	0.2741879381
621	0.2739079083
622	0.2737761842
623	0.273421714
624	0.2733732696
625	0.2731967271
626	0.273096788
627	0.2729143725
628	0.2728212692
629	0.2727654908
630	0.2726031987
631	0.2724666607
632	0.2722551696
633	0.2719793673
634	0.2717152047
635	0.2714690013
636	0.2713351089
637	0.2712412369
638	0.2712011257
639	0.270932482
640	0.2707436588
641	0.2704313712
642	0.2702977398
643	0.270195007
644	0.2700665259
645	0.2697688484
646	0.2695526554
647	0.2693582807
648	0.2691850006
649	0.2689451488
650	0.268725156
651	0.2685735353
652	0.2683637215
653	0.268154096
654	0.2680011735
655	0.2677382069
656	0.267551362
657	0.2672835098
658	0.2670380413
659	0.2667637803
660	0.2666588139
661	0.2665327477
662	0.2664070587
663	0.2661634391
664	0.2659672918
665	0.2658145264
666	0.2657496775
667	0.2656091329
668	0.26538447
669	0.2652372862
670	0.2649020311
671	0.2647138567
672	0.2645838491
673	0.2644626
674	0.2642437048
675	0.2640755092
676	0.2639599316
677	0.2637964274
678	0.2635949342
679	0.2633860012
680	0.2631463672
681	0.2628717387
682	0.2627281422
683	0.2625415185
684	0.2624489332
685	0.2621950535
686	0.2620413764
687	0.261884974
688	0.2617568628
689	0.2615445649
690	0.2614306995
691	0.2612321679
692	0.2607094744
693	0.2605875871
694	0.2605006085
695	0.2602491676
696	0.2600425057
697	0.2598671415
698	0.2597538305
699	0.2594406983
700	0.2593272583
701	0.2592030469
702	0.2590277186
703	0.2588014483
704	0.2586609541
705	0.2584227174
706	0.2583146833
707	0.2580267897
708	0.2579147744
709	0.2577771131
710	0.2575922249
711	0.257376898
712	0.2572255734
713	0.2571106753
714	0.2569884734
715	0.2568166499
716	0.2566831549
717	0.2564621513
718	0.2560991332
719	0.2558821706
720	0.2557510454
721	0.2554942262
722	0.2554287133
723	0.2552576784
724	0.2549128928
725	0.2547708095
726	0.2545808717
727	0.2544547587
728	0.2542435034
729	0.2541504101
730	0.2539610574
731	0.253797416
732	0.2535993072
733	0.2534745396
734	0.2530599426
735	0.2528594148
736	0.2527305741
737	0.2524473614
738	0.2521659255
739	0.2519183121
740	0.2516905808
741	0.2514801928
742	0.2512056066
743	0.2510594532
744	0.2507742264
745	0.2504168719
746	0.2503036432
747	0.249875419
748	0.249736887
749	0.2496760775
750	0.2495053705
751	0.2493237071
752	0.2490990639
753	0.2489105489
754	0.2487980712
755	0.2485141478
756	0.2482912796
757	0.2481791111
758	0.2479731429
759	0.2477953328
760	0.2477074415
761	0.2473009258
762	0.2471076116
763	0.246881333
764	0.2467827481
765	0.2464485961
766	0.2460482969
767	0.2459520273
768	0.2457581848
769	0.2455387869
770	0.2454055846
771	0.2451766212
772	0.2449846715
773	0.2448023615
774	0.2446282382
775	0.2444561982
776	0.244184777
777	0.2439993049
778	0.2437889937
779	0.2435392207
780	0.2432979399
781	0.2431005357
782	0.2429500846
783	0.2427497699
784	0.2424721277
785	0.2422252709
786	0.2418281899
787	0.2416454972
788	0.2415433484
789	0.241393132
790	0.2411348074
791	0.241085289
792	0.2409599435
793	0.2408599069
794	0.240618684
795	0.2403426713
796	0.2402747998
797	0.2401596556
798	0.2398645734
799	0.2395415569
800	0.2394173846
801	0.2392329613
802	0.2391043287
803	0.2390222527
804	0.238920671
805	0.2387122938
806	0.2386064613
807	0.2384543022
808	0.2381795171
809	0.2379914651
810	0.2379100477
811	0.2375544771
812	0.2373316705
813	0.237155921
814	0.2370735492
815	0.2368746268
816	0.2367496621
817	0.236404786
818	0.2362905771
819	0.2360440661
820	0.2357219713
821	0.2355767805
822	0.235385173
823	0.2352153037
824	0.2349930461
825	0.2345916166
826	0.2343754129
827	0.2341667022
828	0.2340944081
829	0.2339339527
830	0.2337641863
831	0.233598472
832	0.2334635645
833	0.2333592985
834	0.2330429408
835	0.2328454048
836	0.2327408902
837	0.2326508241
838	0.232383466
839	0.2321437735
840	0.2319507953
841	0.2316369829
842	0.2314257582
843	0.2312397607
844	0.2311059894
845	0.2310200707
846	0.230873158
847	0.2306749975
848	0.2306041339
849	0.2304015364
850	0.2302569448
851	0.2301177845
852	0.2298843288
853	0.2297408085
854	0.2295020498
855	0.2292613947
856	0.2289700913
857	0.2288446438
858	0.2285408391
859	0.228435368
860	0.2283159784
861	0.2281327998
862	0.2277933764
863	0.2275918025
864	0.2275057338
865	0.2273284214
866	0.2271980612
867	0.2270206169
868	0.2268634351
869	0.2268123477
870	0.2266927496
871	0.226664335
872	0.2264001794
873	0.2262981127
874	0.2261998133
875	0.2260010929
876	0.2257653302
877	0.2256335904
878	0.225503481
879	0.2251388063
880	0.2249400838
881	0.2246750211
882	0.2242898409
883	0.2241273568
884	0.2239668124
885	0.2237552551
886	0.2236638974
887	0.2236036293
888	0.2234673494
889	0.2232955709
890	0.2231806128
891	0.2229842855
892	0.2227582396
893	0.222618898
894	0.2225325887
895	0.2223645778
896	0.2222584016
897	0.2221036703
898	0.2218391986
899	0.2216846072
900	0.2215238728
901	0.2213765207
902	0.2212113313
903	0.2210543146
904	0.2209103113
905	0.2207166811
906	0.2206671561
907	0.2205157149
908	0.2204455697
909	0.2202056913
910	0.2197398226
911	0.2195712249
912	0.2195205471
913	0.2193173344
914	0.2190806984
915	0.2186864767
916	0.218560115
917	0.2183723347
918	0.2182200017
919	0.2179937597
920	0.2178287764
921	0.2175803871
922	0.2174339692
923	0.2173536322
924	0.2172491723
925	0.2171478984
926	0.2170347841
927	0.2169911433
928	0.2168321008
929	0.21680332
930	0.2165802425
931	0.2164545558
932	0.2162707938
933	0.2161745464
934	0.2160582368
935	0.2159403155
936	0.2158060451
937	0.2155409991
938	0.2153756067
939	0.2153016008
940	0.2151623366
941	0.2150017147
942	0.2148637079
943	0.2148080877
944	0.2146508565
945	0.2145728183
946	0.2145019756
947	0.2143767497
948	0.2141582173
949	0.2139844891
950	0.213891099
951	0.2137935487
952	0.2136691223
953	0.2135851655
954	0.2134239696
955	0.2132382052
956	0.213144086
957	0.2130298925
958	0.2127910419
959	0.2126200021
960	0.2125632413
961	0.2123432922
962	0.2121176486
963	0.2117626207
964	0.2116741977
965	0.2114904051
966	0.2113486735
967	0.2111444726
968	0.2109609153
969	0.2108740479
970	0.2107552513
971	0.2106258027
972	0.2104399664
973	0.2103909856
974	0.2103285832
975	0.2102113593
976	0.2099366463
977	0.2097440003
978	0.2096684685
979	0.2093409627
980	0.2090708859
981	0.2088766637
982	0.2088347683
983	0.2085524462
984	0.2083972524
985	0.208321563
986	0.208170546
987	0.2081231173
988	0.2079833294
989	0.2078771612
990	0.2077305845
991	0.2075864346
992	0.2074137288
993	0.207336922
994	0.2072181681
995	0.2070829782
996	0.2067996415
997	0.2066414349
998	0.2065087245
999	0.2064797561
